precinct_key,district_num,district_code,area_weight,block_count,total_blocks,countyfp,vtdst20
Rock - 000040,21,21,1.0000000000,9,9,133,000040
Rock - 000045,21,21,1.0000000000,44,44,133,000045
Rock - 000050,21,21,1.0000000000,8,8,133,000050
Rock - 000055,21,21,1.0000000000,70,70,133,000055
Rock - 000060,21,21,1.0000000000,17,17,133,000060
Rock - 000065,21,21,1.0000000000,102,102,133,000065
Rock - 000070,21,21,1.0000000000,17,17,133,000070
Rock - 000075,21,21,1.0000000000,39,39,133,000075
Rock - 000077,21,21,1.0000000000,21,21,133,000077
Rock - 000080,21,21,1.0000000000,20,20,133,000080
Rock - 000085,21,21,1.0000000000,63,63,133,000085
Rock - 000090,21,21,1.0000000000,58,58,133,000090
Rock - 000095,21,21,1.0000000000,45,45,133,000095
Rock - 000100,21,21,1.0000000000,55,55,133,000100
Rock - 000105,21,21,1.0000000000,58,58,133,000105
Rock - 000110,21,21,1.0000000000,13,13,133,000110
Rock - 000115,21,21,1.0000000000,46,46,133,000115
Roseau - 000005,1,1,1.0000000000,38,38,135,000005
Roseau - 000010,1,1,1.0000000000,42,42,135,000010
Roseau - 000015,1,1,1.0000000000,41,41,135,000015
Roseau - 000020,1,1,1.0000000000,24,24,135,000020
Roseau - 000025,1,1,1.0000000000,22,22,135,000025
Roseau - 000028,1,1,1.0000000000,25,25,135,000028
Roseau - 000030,1,1,1.0000000000,40,40,135,000030
Roseau - 000035,1,1,1.0000000000,26,26,135,000035
Roseau - 000040,1,1,1.0000000000,44,44,135,000040
Roseau - 000045,1,1,1.0000000000,41,41,135,000045
Roseau - 000050,1,1,1.0000000000,31,31,135,000050
Roseau - 000055,1,1,1.0000000000,26,26,135,000055
Roseau - 000060,1,1,1.0000000000,74,74,135,000060
Roseau - 000065,1,1,1.0000000000,29,29,135,000065
Roseau - 000070,1,1,1.0000000000,42,42,135,000070
Roseau - 000075,1,1,1.0000000000,28,28,135,000075
Roseau - 000080,1,1,1.0000000000,62,62,135,000080
Roseau - 000083,1,1,1.0000000000,3,3,135,000083
Roseau - 000085,1,1,1.0000000000,85,85,135,000085
Roseau - 000090,1,1,1.0000000000,35,35,135,000090
Roseau - 000095,1,1,1.0000000000,28,28,135,000095
Roseau - 000100,1,1,1.0000000000,41,41,135,000100
Roseau - 000105,1,1,1.0000000000,39,39,135,000105
Roseau - 000110,1,1,1.0000000000,29,29,135,000110
Roseau - 000115,1,1,1.0000000000,49,49,135,000115
Roseau - 000120,1,1,1.0000000000,27,27,135,000120
Roseau - 000121,1,1,1.0000000000,24,24,135,000121
Roseau - 000122,1,1,1.0000000000,37,37,135,000122
Roseau - 000125,1,1,1.0000000000,22,22,135,000125
Roseau - 000130,1,1,1.0000000000,37,37,135,000130
Roseau - 000135,1,1,1.0000000000,27,27,135,000135
Roseau - 000140,1,1,1.0000000000,24,24,135,000140
Roseau - 000145,1,1,1.0000000000,30,30,135,000145
Roseau - 000150,1,1,1.0000000000,11,11,135,000150
Roseau - 000155,1,1,1.0000000000,150,150,135,000155
Roseau - 000160,1,1,1.0000000000,50,50,135,000160
Roseau - 000165,1,1,1.0000000000,46,46,135,000165
Roseau - 000170,1,1,1.0000000000,25,25,135,000170
Roseau - 000175,1,1,1.0000000000,41,41,135,000175
Roseau - 000176,1,1,1.0000000000,66,66,135,000176
Roseau - 000180,1,1,1.0000000000,41,41,135,000180
Roseau - 000185,1,1,1.0000000000,35,35,135,000185
Roseau - 000190,1,1,1.0000000000,9,9,135,000190
Roseau - 000195,1,1,1.0000000000,102,102,135,000195
St. Louis - 000005,7,7,1.0000000000,28,28,137,000005
St. Louis - 000010,7,7,0.9333333333,28,30,137,000010
St. Louis - 000010,11,11,0.0666666667,2,30,137,000010
St. Louis - 000015,3,3,1.0000000000,23,23,137,000015
St. Louis - 000020,7,7,1.0000000000,44,44,137,000020
St. Louis - 000025,11,11,1.0000000000,27,27,137,000025
St. Louis - 000030,3,3,1.0000000000,52,52,137,000030
St. Louis - 000031,3,3,1.0000000000,65,65,137,000031
St. Louis - 000035,3,3,1.0000000000,117,117,137,000035
St. Louis - 000040,7,7,1.0000000000,82,82,137,000040
St. Louis - 000045,3,3,1.0000000000,79,79,137,000045
St. Louis - 000050,3,3,1.0000000000,53,53,137,000050
St. Louis - 000055,7,7,1.0000000000,72,72,137,000055
St. Louis - 000060,7,7,1.0000000000,81,81,137,000060
St. Louis - 000065,3,3,1.0000000000,74,74,137,000065
St. Louis - 000066,3,3,1.0000000000,31,31,137,000066
St. Louis - 000070,3,3,0.0120481928,1,83,137,000070
St. Louis - 000070,11,11,0.9879518072,82,83,137,000070
St. Louis - 000075,11,11,1.0000000000,12,12,137,000075
St. Louis - 000080,7,7,1.0000000000,63,63,137,000080
St. Louis - 000085,3,3,1.0000000000,51,51,137,000085
St. Louis - 000090,7,7,1.0000000000,43,43,137,000090
St. Louis - 000095,7,7,1.0000000000,65,65,137,000095
St. Louis - 000100,7,7,1.0000000000,201,201,137,000100
St. Louis - 000115,7,7,1.0000000000,108,108,137,000115
St. Louis - 000120,7,7,1.0000000000,51,51,137,000120
St. Louis - 000125,3,3,1.0000000000,44,44,137,000125
St. Louis - 000130,7,7,1.0000000000,88,88,137,000130
St. Louis - 000133,3,3,1.0000000000,63,63,137,000133
St. Louis - 000135,11,11,1.0000000000,44,44,137,000135
St. Louis - 000140,8,8,1.0000000000,88,88,137,000140
St. Louis - 000145,8,8,1.0000000000,59,59,137,000145
St. Louis - 000150,8,8,1.0000000000,55,55,137,000150
St. Louis - 000155,8,8,1.0000000000,42,42,137,000155
St. Louis - 000160,8,8,1.0000000000,56,56,137,000160
St. Louis - 000165,8,8,1.0000000000,76,76,137,000165
St. Louis - 000170,8,8,1.0000000000,55,55,137,000170
St. Louis - 000175,8,8,1.0000000000,63,63,137,000175
St. Louis - 000180,8,8,1.0000000000,39,39,137,000180
St. Louis - 000190,8,8,1.0000000000,20,20,137,000190
St. Louis - 000195,8,8,1.0000000000,48,48,137,000195
St. Louis - 000200,8,8,1.0000000000,39,39,137,000200
St. Louis - 000205,8,8,1.0000000000,62,62,137,000205
St. Louis - 000210,8,8,1.0000000000,59,59,137,000210
St. Louis - 000215,8,8,1.0000000000,43,43,137,000215
St. Louis - 000220,8,8,1.0000000000,55,55,137,000220
St. Louis - 000230,8,8,1.0000000000,59,59,137,000230
St. Louis - 000240,8,8,1.0000000000,14,14,137,000240
St. Louis - 000245,8,8,1.0000000000,86,86,137,000245
St. Louis - 000250,8,8,1.0000000000,44,44,137,000250
St. Louis - 000255,8,8,1.0000000000,90,90,137,000255
St. Louis - 000260,8,8,1.0000000000,59,59,137,000260
St. Louis - 000265,8,8,1.0000000000,62,62,137,000265
St. Louis - 000270,8,8,1.0000000000,32,32,137,000270
St. Louis - 000275,8,8,1.0000000000,34,34,137,000275
St. Louis - 000280,8,8,1.0000000000,74,74,137,000280
St. Louis - 000285,8,8,1.0000000000,70,70,137,000285
St. Louis - 000290,8,8,1.0000000000,78,78,137,000290
St. Louis - 000295,8,8,1.0000000000,51,51,137,000295
St. Louis - 000300,8,8,1.0000000000,88,88,137,000300
St. Louis - 000305,8,8,1.0000000000,49,49,137,000305
St. Louis - 000315,8,8,1.0000000000,106,106,137,000315
St. Louis - 000320,3,3,0.0400000000,2,50,137,000320
St. Louis - 000320,8,8,0.9600000000,48,50,137,000320
St. Louis - 000325,3,3,0.4640000000,58,125,137,000325
St. Louis - 000325,8,8,0.5360000000,67,125,137,000325
St. Louis - 000435,3,3,1.0000000000,98,98,137,000435
St. Louis - 000437,3,3,1.0000000000,32,32,137,000437
St. Louis - 000440,7,7,1.0000000000,44,44,137,000440
St. Louis - 000445,7,7,1.0000000000,43,43,137,000445
St. Louis - 000450,3,3,1.0000000000,186,186,137,000450
St. Louis - 000470,7,7,1.0000000000,45,45,137,000470
St. Louis - 000475,7,7,1.0000000000,121,121,137,000475
St. Louis - 000480,7,7,1.0000000000,21,21,137,000480
St. Louis - 000505,3,3,1.0000000000,62,62,137,000505
St. Louis - 000510,7,7,1.0000000000,79,79,137,000510
St. Louis - 000515,3,3,1.0000000000,61,61,137,000515
St. Louis - 000520,7,7,1.0000000000,28,28,137,000520
St. Louis - 000525,7,7,1.0000000000,51,51,137,000525
St. Louis - 000530,7,7,1.0000000000,60,60,137,000530
St. Louis - 000540,3,3,1.0000000000,42,42,137,000540
St. Louis - 000545,7,7,1.0000000000,45,45,137,000545
St. Louis - 000550,7,7,1.0000000000,127,127,137,000550
St. Louis - 000565,3,3,1.0000000000,73,73,137,000565
St. Louis - 000570,3,3,1.0000000000,104,104,137,000570
St. Louis - 000575,7,7,1.0000000000,100,100,137,000575
St. Louis - 000580,7,7,1.0000000000,16,16,137,000580
St. Louis - 000585,3,3,1.0000000000,103,103,137,000585
St. Louis - 000590,7,7,1.0000000000,23,23,137,000590
St. Louis - 000591,7,7,1.0000000000,18,18,137,000591
St. Louis - 000595,3,3,1.0000000000,58,58,137,000595
St. Louis - 000600,3,3,1.0000000000,52,52,137,000600
St. Louis - 000605,3,3,1.0000000000,43,43,137,000605
St. Louis - 000615,7,7,1.0000000000,198,198,137,000615
St. Louis - 000620,7,7,1.0000000000,142,142,137,000620
St. Louis - 000625,7,7,1.0000000000,85,85,137,000625
St. Louis - 000630,7,7,1.0000000000,74,74,137,000630
St. Louis - 000635,7,7,1.0000000000,84,84,137,000635
St. Louis - 000640,7,7,1.0000000000,71,71,137,000640
St. Louis - 000645,7,7,1.0000000000,77,77,137,000645
St. Louis - 000735,3,3,1.0000000000,92,92,137,000735
St. Louis - 000750,7,7,1.0000000000,74,74,137,000750
St. Louis - 000755,7,7,1.0000000000,9,9,137,000755
St. Louis - 000760,7,7,1.0000000000,49,49,137,000760
St. Louis - 000765,3,3,0.9687500000,31,32,137,000765
St. Louis - 000765,7,7,0.0312500000,1,32,137,000765
St. Louis - 000770,3,3,1.0000000000,59,59,137,000770
St. Louis - 000775,7,7,1.0000000000,76,76,137,000775
St. Louis - 000780,3,3,1.0000000000,73,73,137,000780
St. Louis - 000785,7,7,1.0000000000,7,7,137,000785
St. Louis - 000790,3,3,1.0000000000,30,30,137,000790
St. Louis - 000795,7,7,1.0000000000,104,104,137,000795
St. Louis - 000797,7,7,1.0000000000,21,21,137,000797
St. Louis - 000799,7,7,1.0000000000,13,13,137,000799
St. Louis - 000800,7,7,1.0000000000,71,71,137,000800
St. Louis - 000805,3,3,1.0000000000,76,76,137,000805
St. Louis - 000810,7,7,1.0000000000,23,23,137,000810
St. Louis - 000815,3,3,1.0000000000,164,164,137,000815
St. Louis - 000820,7,7,1.0000000000,100,100,137,000820
St. Louis - 000821,3,3,1.0000000000,71,71,137,000821
St. Louis - 000825,7,7,1.0000000000,105,105,137,000825
St. Louis - 000840,7,7,0.9393939394,31,33,137,000840
St. Louis - 000840,11,11,0.0606060606,2,33,137,000840
St. Louis - 000845,7,7,1.0000000000,37,37,137,000845
St. Louis - 000850,3,3,1.0000000000,17,17,137,000850
St. Louis - 000852,3,3,1.0000000000,28,28,137,000852
St. Louis - 000855,7,7,1.0000000000,33,33,137,000855
St. Louis - 000857,3,3,1.0000000000,56,56,137,000857
St. Louis - 000860,3,3,1.0000000000,12,12,137,000860
St. Louis - 000865,3,3,0.9705882353,33,34,137,000865
St. Louis - 000865,7,7,0.0294117647,1,34,137,000865
St. Louis - 000875,3,3,1.0000000000,21,21,137,000875
St. Louis - 000880,3,3,0.0212765957,1,47,137,000880
St. Louis - 000880,7,7,0.9787234043,46,47,137,000880
St. Louis - 000881,7,7,1.0000000000,10,10,137,000881
St. Louis - 000885,3,3,1.0000000000,74,74,137,000885
St. Louis - 000890,7,7,1.0000000000,8,8,137,000890
St. Louis - 000895,3,3,1.0000000000,87,87,137,000895
St. Louis - 000910,3,3,1.0000000000,80,80,137,000910
St. Louis - 000915,7,7,1.0000000000,46,46,137,000915
St. Louis - 000920,3,3,1.0000000000,84,84,137,000920
St. Louis - 000925,11,11,1.0000000000,25,25,137,000925
St. Louis - 000930,7,7,1.0000000000,34,34,137,000930
St. Louis - 000935,7,7,1.0000000000,51,51,137,000935
St. Louis - 000940,3,3,1.0000000000,32,32,137,000940
St. Louis - 000942,3,3,1.0000000000,7,7,137,000942
St. Louis - 000945,7,7,1.0000000000,29,29,137,000945
St. Louis - 000950,7,7,1.0000000000,40,40,137,000950
St. Louis - 000960,7,7,1.0000000000,68,68,137,000960
St. Louis - 000962,3,3,1.0000000000,13,13,137,000962
St. Louis - 000965,7,7,1.0000000000,44,44,137,000965
St. Louis - 000970,7,7,1.0000000000,71,71,137,000970
St. Louis - 000971,7,7,1.0000000000,33,33,137,000971
St. Louis - 000973,7,7,1.0000000000,29,29,137,000973
St. Louis - 000975,3,3,1.0000000000,79,79,137,000975
St. Louis - 000976,3,3,1.0000000000,6,6,137,000976
St. Louis - 000979,7,7,1.0000000000,9,9,137,000979
St. Louis - 000990,3,3,1.0000000000,12,12,137,000990
St. Louis - 000999,3,3,1.0000000000,26,26,137,000999
St. Louis - 001000,3,3,1.0000000000,173,173,137,001000
St. Louis - 001001,3,3,1.0000000000,21,21,137,001001
St. Louis - 001002,3,3,1.0000000000,204,204,137,001002
St. Louis - 001005,3,3,1.0000000000,20,20,137,001005
St. Louis - 001011,3,3,1.0000000000,10,10,137,001011
St. Louis - 001030,7,7,1.0000000000,41,41,137,001030
St. Louis - 001035,3,3,1.0000000000,35,35,137,001035
St. Louis - 001040,7,7,1.0000000000,56,56,137,001040
St. Louis - 001045,7,7,1.0000000000,69,69,137,001045
St. Louis - 001050,7,7,1.0000000000,38,38,137,001050
St. Louis - 001055,7,7,1.0000000000,49,49,137,001055
St. Louis - 001060,7,7,1.0000000000,76,76,137,001060
St. Louis - 001125,3,3,1.0000000000,25,25,137,001125
St. Louis - 001130,7,7,1.0000000000,70,70,137,001130
St. Louis - 001135,7,7,1.0000000000,78,78,137,001135
St. Louis - 001136,7,7,1.0000000000,86,86,137,001136
St. Louis - 001140,3,3,1.0000000000,20,20,137,001140
St. Louis - 001145,3,3,1.0000000000,13,13,137,001145
St. Louis - 001150,7,7,1.0000000000,60,60,137,001150
St. Louis - 001155,7,7,1.0000000000,26,26,137,001155
St. Louis - 001160,3,3,1.0000000000,22,22,137,001160
St. Louis - ZZZZZZ,3,3,0.1500000000,3,20,137,ZZZZZZ
St. Louis - ZZZZZZ,8,8,0.8500000000,17,20,137,ZZZZZZ
Scott - 000005,17,17,0.0116279070,2,172,139,000005
Scott - 000005,22,22,0.9883720930,170,172,139,000005
Scott - 000010,22,22,1.0000000000,71,71,139,000010
Scott - 000015,22,22,1.0000000000,55,55,139,000015
Scott - 000020,58,58,1.0000000000,86,86,139,000020
Scott - 000025,57,57,1.0000000000,84,84,139,000025
Scott - 000037,57,57,1.0000000000,79,79,139,000037
Scott - 000040,58,58,1.0000000000,87,87,139,000040
Scott - 000045,54,54,1.0000000000,30,30,139,000045
Scott - 000050,54,54,1.0000000000,66,66,139,000050
Scott - 000055,54,54,1.0000000000,57,57,139,000055
Scott - 000060,54,54,1.0000000000,45,45,139,000060
Scott - 000070,57,57,1.0000000000,101,101,139,000070
Scott - 000075,58,58,1.0000000000,101,101,139,000075
Scott - 000080,54,54,1.0000000000,33,33,139,000080
Scott - 000084,54,54,1.0000000000,45,45,139,000084
Scott - 000090,54,54,1.0000000000,44,44,139,000090
Scott - 000091,54,54,1.0000000000,64,64,139,000091
Scott - 000092,54,54,1.0000000000,39,39,139,000092
Scott - 000093,54,54,1.0000000000,28,28,139,000093
Scott - 000094,54,54,1.0000000000,30,30,139,000094
Scott - 000097,54,54,1.0000000000,100,100,139,000097
Scott - 000099,22,22,1.0000000000,35,35,139,000099
Scott - 000100,54,54,1.0000000000,75,75,139,000100
Scott - 000105,55,55,1.0000000000,100,100,139,000105
Scott - 000110,55,55,1.0000000000,31,31,139,000110
Scott - 000111,55,55,1.0000000000,40,40,139,000111
Scott - 000112,55,55,1.0000000000,44,44,139,000112
Scott - 000113,55,55,1.0000000000,36,36,139,000113
Scott - 000114,54,54,0.0250000000,1,40,139,000114
Scott - 000114,55,55,0.9750000000,39,40,139,000114
Scott - 000116,55,55,1.0000000000,38,38,139,000116
Scott - 000117,54,54,0.0500000000,1,20,139,000117
Scott - 000117,55,55,0.9500000000,19,20,139,000117
Scott - 000118,55,55,1.0000000000,40,40,139,000118
Scott - 000119,54,54,1.0000000000,136,136,139,000119
Scott - 000120,54,54,1.0000000000,54,54,139,000120
Scott - 000125,54,54,1.0000000000,32,32,139,000125
Scott - 000130,49,49,0.0224719101,2,89,139,000130
Scott - 000130,54,54,0.9662921348,86,89,139,000130
Scott - 000130,55,55,0.0112359551,1,89,139,000130
Scott - 000135,54,54,1.0000000000,46,46,139,000135
Scott - 000136,54,54,1.0000000000,61,61,139,000136
Scott - 000137,54,54,1.0000000000,24,24,139,000137
Scott - 000138,54,54,1.0000000000,27,27,139,000138
Scott - 000145,54,54,1.0000000000,20,20,139,000145
Scott - 000150,54,54,1.0000000000,42,42,139,000150
Scott - 000153,54,54,1.0000000000,30,30,139,000153
Scott - 000156,54,54,1.0000000000,59,59,139,000156
Scott - 000157,54,54,1.0000000000,9,9,139,000157
Scott - 000158,54,54,1.0000000000,17,17,139,000158
Scott - 000160,54,54,1.0000000000,101,101,139,000160
Sherburne - 000005,27,27,1.0000000000,75,75,141,000005
Sherburne - 000010,27,27,1.0000000000,127,127,141,000010
Sherburne - 000015,27,27,1.0000000000,147,147,141,000015
Sherburne - 000020,27,27,1.0000000000,74,74,141,000020
Sherburne - 000022,27,27,1.0000000000,62,62,141,000022
Sherburne - 000024,27,27,1.0000000000,76,76,141,000024
Sherburne - 000025,27,27,1.0000000000,54,54,141,000025
Sherburne - 000030,27,27,1.0000000000,93,93,141,000030
Sherburne - 000035,27,27,1.0000000000,26,26,141,000035
Sherburne - 000040,27,27,1.0000000000,101,101,141,000040
Sherburne - 000045,30,30,1.0000000000,49,49,141,000045
Sherburne - 000050,30,30,1.0000000000,51,51,141,000050
Sherburne - 000055,30,30,1.0000000000,57,57,141,000055
Sherburne - 000060,30,30,1.0000000000,65,65,141,000060
Sherburne - 000065,14,14,0.1851851852,15,81,141,000065
Sherburne - 000065,27,27,0.8148148148,66,81,141,000065
Sherburne - 000070,27,27,1.0000000000,46,46,141,000070
Sherburne - 000075,27,27,1.0000000000,107,107,141,000075
Sherburne - 000080,27,27,1.0000000000,93,93,141,000080
Sherburne - 000085,27,27,1.0000000000,20,20,141,000085
Sherburne - 000090,14,14,1.0000000000,33,33,141,000090
Sherburne - 000095,14,14,1.0000000000,60,60,141,000095
Sherburne - 000100,14,14,1.0000000000,33,33,141,000100
Sherburne - 000105,27,27,1.0000000000,77,77,141,000105
Sherburne - 000110,27,27,1.0000000000,51,51,141,000110
Sherburne - 000111,27,27,1.0000000000,47,47,141,000111
Sherburne - 000120,27,27,1.0000000000,81,81,141,000120
Sherburne - 000121,27,27,1.0000000000,67,67,141,000121
Sherburne - 000122,27,27,1.0000000000,43,43,141,000122
Sherburne - 000125,27,27,1.0000000000,68,68,141,000125
Sherburne - 000130,30,30,1.0000000000,52,52,141,000130
Sherburne - 000135,30,30,1.0000000000,41,41,141,000135
Sherburne - 000140,30,30,1.0000000000,44,44,141,000140
Sherburne - 000145,30,30,1.0000000000,28,28,141,000145
Sherburne - 000150,27,27,1.0000000000,64,64,141,000150
Sherburne - 000155,27,27,1.0000000000,8,8,141,000155
Sibley - 000005,17,17,1.0000000000,55,55,143,000005
Sibley - 000010,17,17,1.0000000000,116,116,143,000010
Sibley - 000015,17,17,1.0000000000,57,57,143,000015
Sibley - 000020,17,17,1.0000000000,35,35,143,000020
Sibley - 000025,17,17,1.0000000000,69,69,143,000025
Sibley - 000030,17,17,1.0000000000,53,53,143,000030
Sibley - 000035,17,17,1.0000000000,35,35,143,000035
Sibley - 000040,17,17,1.0000000000,108,108,143,000040
Sibley - 000045,17,17,1.0000000000,54,54,143,000045
Sibley - 000050,17,17,1.0000000000,57,57,143,000050
Sibley - 000055,17,17,1.0000000000,31,31,143,000055
Sibley - 000060,17,17,1.0000000000,44,44,143,000060
Sibley - 000065,17,17,1.0000000000,43,43,143,000065
Sibley - 000070,17,17,0.9387755102,46,49,143,000070
Sibley - 000070,22,22,0.0612244898,3,49,143,000070
Sibley - 000075,17,17,1.0000000000,43,43,143,000075
Sibley - 000080,17,17,1.0000000000,52,52,143,000080
Sibley - 000082,17,17,0.6363636364,7,11,143,000082
Sibley - 000082,22,22,0.3636363636,4,11,143,000082
Sibley - 000085,17,17,1.0000000000,55,55,143,000085
Sibley - 000090,17,17,1.0000000000,29,29,143,000090
Sibley - 000095,17,17,1.0000000000,45,45,143,000095
Sibley - 000100,17,17,1.0000000000,48,48,143,000100
Sibley - 000105,17,17,1.0000000000,46,46,143,000105
Sibley - 000110,17,17,1.0000000000,47,47,143,000110
Sibley - 000115,17,17,1.0000000000,57,57,143,000115
Sibley - 000120,17,17,1.0000000000,100,100,143,000120
Stearns - 000005,13,13,1.0000000000,108,108,145,000005
Stearns - 000010,13,13,1.0000000000,65,65,145,000010
Stearns - 000015,12,12,1.0000000000,43,43,145,000015
Stearns - 000020,13,13,1.0000000000,51,51,145,000020
Stearns - 000025,13,13,1.0000000000,64,64,145,000025
Stearns - 000027,13,13,1.0000000000,64,64,145,000027
Stearns - 000030,12,12,1.0000000000,41,41,145,000030
Stearns - 000035,13,13,1.0000000000,95,95,145,000035
Stearns - 000040,12,12,1.0000000000,59,59,145,000040
Stearns - 000042,13,13,1.0000000000,3,3,145,000042
Stearns - 000045,13,13,1.0000000000,127,127,145,000045
Stearns - 000050,13,13,1.0000000000,79,79,145,000050
Stearns - 000055,13,13,1.0000000000,16,16,145,000055
Stearns - 000060,12,12,1.0000000000,42,42,145,000060
Stearns - 000065,12,12,1.0000000000,53,53,145,000065
Stearns - 000070,13,13,1.0000000000,90,90,145,000070
Stearns - 000075,13,13,1.0000000000,13,13,145,000075
Stearns - 000080,12,12,1.0000000000,19,19,145,000080
Stearns - 000085,13,13,1.0000000000,82,82,145,000085
Stearns - 000090,13,13,1.0000000000,61,61,145,000090
Stearns - 000095,12,12,1.0000000000,25,25,145,000095
Stearns - 000100,12,12,1.0000000000,64,64,145,000100
Stearns - 000105,12,12,1.0000000000,16,16,145,000105
Stearns - 000110,12,12,1.0000000000,49,49,145,000110
Stearns - 000115,13,13,1.0000000000,56,56,145,000115
Stearns - 000120,13,13,1.0000000000,32,32,145,000120
Stearns - 000125,13,13,1.0000000000,33,33,145,000125
Stearns - 000130,13,13,1.0000000000,90,90,145,000130
Stearns - 000135,12,12,1.0000000000,36,36,145,000135
Stearns - 000137,12,12,1.0000000000,4,4,145,000137
Stearns - 000140,12,12,1.0000000000,50,50,145,000140
Stearns - 000145,13,13,1.0000000000,90,90,145,000145
Stearns - 000150,13,13,1.0000000000,52,52,145,000150
Stearns - 000155,13,13,1.0000000000,103,103,145,000155
Stearns - 000160,13,13,1.0000000000,112,112,145,000160
Stearns - 000165,12,12,1.0000000000,5,5,145,000165
Stearns - 000170,12,12,1.0000000000,122,122,145,000170
Stearns - 000180,12,12,1.0000000000,66,66,145,000180
Stearns - 000185,12,12,1.0000000000,59,59,145,000185
Stearns - 000190,13,13,1.0000000000,70,70,145,000190
Stearns - 000192,13,13,1.0000000000,64,64,145,000192
Stearns - 000195,12,12,1.0000000000,19,19,145,000195
Stearns - 000200,12,12,1.0000000000,49,49,145,000200
Stearns - 000205,12,12,1.0000000000,76,76,145,000205
Stearns - 000210,13,13,1.0000000000,95,95,145,000210
Stearns - 000215,13,13,1.0000000000,90,90,145,000215
Stearns - 000225,12,12,1.0000000000,67,67,145,000225
Stearns - 000230,13,13,1.0000000000,92,92,145,000230
Stearns - 000235,13,13,1.0000000000,95,95,145,000235
Stearns - 000245,13,13,1.0000000000,9,9,145,000245
Stearns - 000250,13,13,1.0000000000,8,8,145,000250
Stearns - 000255,14,14,1.0000000000,97,97,145,000255
Stearns - 000260,14,14,1.0000000000,7,7,145,000260
Stearns - 000265,14,14,1.0000000000,98,98,145,000265
Stearns - 000270,14,14,1.0000000000,59,59,145,000270
Stearns - 000275,14,14,1.0000000000,53,53,145,000275
Stearns - 000280,14,14,1.0000000000,63,63,145,000280
Stearns - 000285,14,14,1.0000000000,25,25,145,000285
Stearns - 000290,14,14,1.0000000000,39,39,145,000290
Stearns - 000295,14,14,1.0000000000,99,99,145,000295
Stearns - 000305,14,14,1.0000000000,39,39,145,000305
Stearns - 000307,14,14,1.0000000000,36,36,145,000307
Stearns - 000310,14,14,1.0000000000,68,68,145,000310
Stearns - 000312,14,14,1.0000000000,35,35,145,000312
Stearns - 000315,14,14,1.0000000000,33,33,145,000315
Stearns - 000317,14,14,1.0000000000,70,70,145,000317
Stearns - 000320,14,14,1.0000000000,24,24,145,000320
Stearns - 000330,14,14,1.0000000000,83,83,145,000330
Stearns - 000335,14,14,1.0000000000,37,37,145,000335
Stearns - 000340,14,14,1.0000000000,52,52,145,000340
Stearns - 000345,14,14,1.0000000000,11,11,145,000345
Stearns - 000350,14,14,1.0000000000,52,52,145,000350
Stearns - 000355,14,14,1.0000000000,54,54,145,000355
Stearns - 000360,14,14,1.0000000000,57,57,145,000360
Stearns - 000380,13,13,0.9782608696,45,46,145,000380
Stearns - 000380,14,14,0.0217391304,1,46,145,000380
Stearns - 000385,13,13,0.2682926829,22,82,145,000385
Stearns - 000385,14,14,0.7317073171,60,82,145,000385
Stearns - 000390,13,13,0.9433962264,100,106,145,000390
Stearns - 000390,14,14,0.0566037736,6,106,145,000390
Stearns - 000399,12,12,1.0000000000,16,16,145,000399
Stearns - 000400,12,12,1.0000000000,54,54,145,000400
Stearns - 000404,12,12,1.0000000000,4,4,145,000404
Stearns - 000405,13,13,1.0000000000,16,16,145,000405
Stearns - 000410,13,13,1.0000000000,100,100,145,000410
Stearns - 000414,13,13,1.0000000000,35,35,145,000414
Stearns - 000415,13,13,1.0000000000,27,27,145,000415
Stearns - 000416,13,13,1.0000000000,64,64,145,000416
Stearns - 000417,13,13,1.0000000000,32,32,145,000417
Stearns - 000418,13,13,1.0000000000,41,41,145,000418
Stearns - 000419,13,13,1.0000000000,46,46,145,000419
Stearns - 000420,12,12,1.0000000000,141,141,145,000420
Stearns - 000430,12,12,1.0000000000,79,79,145,000430
Stearns - 000434,12,12,1.0000000000,6,6,145,000434
Stearns - 000435,12,12,1.0000000000,52,52,145,000435
Stearns - 000440,14,14,1.0000000000,70,70,145,000440
Stearns - 000441,14,14,1.0000000000,51,51,145,000441
Stearns - 000442,13,13,0.0625000000,2,32,145,000442
Stearns - 000442,14,14,0.9375000000,30,32,145,000442
Stearns - 000443,14,14,1.0000000000,29,29,145,000443
Stearns - 000445,13,13,1.0000000000,125,125,145,000445
Stearns - 000450,12,12,1.0000000000,45,45,145,000450
Steele - 000005,23,23,1.0000000000,56,56,147,000005
Steele - 000010,23,23,1.0000000000,34,34,147,000010
Steele - 000015,23,23,1.0000000000,82,82,147,000015
Steele - 000020,23,23,1.0000000000,57,57,147,000020
Steele - 000025,19,19,1.0000000000,75,75,147,000025
Steele - 000030,19,19,1.0000000000,52,52,147,000030
Steele - 000035,23,23,1.0000000000,41,41,147,000035
Steele - 000040,19,19,0.9838709677,61,62,147,000040
Steele - 000040,24,24,0.0161290323,1,62,147,000040
Steele - 000045,23,23,1.0000000000,54,54,147,000045
Steele - 000050,19,19,1.0000000000,56,56,147,000050
Steele - 000055,19,19,1.0000000000,52,52,147,000055
Steele - 000060,19,19,1.0000000000,68,68,147,000060
Steele - 000065,19,19,1.0000000000,39,39,147,000065
Steele - 000070,19,19,1.0000000000,59,59,147,000070
Steele - 000075,19,19,1.0000000000,45,45,147,000075
