county,precinct,office,district,candidate,party,votes
Aitkin,Hill Lake Twp,U.S. Senate,NA,Rebecca Whiting,LIB,3
Aitkin,Hill Lake Twp,U.S. Senate,NA,Steve Carlson,IA,1
Aitkin,Hill Lake Twp,U.S. Senate,NA,WRITE-IN,WI,0
Aitkin,Hill Lake Twp,U.S. House,8,Pete Stauber,R,185
Aitkin,Hill Lake Twp,U.S. House,8,Jennifer Schultz,DFL,76
Aitkin,Hill Lake Twp,U.S. House,8,WRITE-IN,WI,0
Aitkin,Hill Lake Twp,State Senate,7,Not on ballot,R,0
Aitkin,Hill Lake Twp,State Senate,7,Not on ballot,DFL,0
Aitkin,Hill Lake Twp,State Senate,7,WRITE-IN,WI,0
Aitkin,Hill Lake Twp,State House,7A,Spencer Igo,R,183
Aitkin,Hill Lake Twp,State House,7A,Aron Schnaser,DFL,75
Aitkin,Hill Lake Twp,State House,7A,WRITE-IN,WI,0
Aitkin,Hill Lake Twp,Constitutional Amendment 1,NA,YES,NP,162
Aitkin,Hill Lake Twp,Constitutional Amendment 1,NA,NO,NP,77
Aitkin,Idun Twp,State Senate,10,DIST Candidate,DIST,10
Aitkin,Idun Twp,President,NA,Donald Trump,R,100
Aitkin,Idun Twp,President,NA,Kamala Harris,DFL,35
Aitkin,Idun Twp,President,NA,Chase Oliver,LIB,1
Aitkin,Idun Twp,President,NA,Cornel West,WTP,4
Aitkin,Idun Twp,President,NA,Jill Stein,G,0
Aitkin,Idun Twp,President,NA,Claudia De la Cruz,SLP,0
Aitkin,Idun Twp,President,NA,Rachele Fruit,SWP,0
Aitkin,Idun Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Aitkin,Idun Twp,President,NA,Other Independent,IND,0
Aitkin,Idun Twp,President,NA,WRITE-IN,WI,0
Aitkin,Idun Twp,U.S. Senate,NA,Royce White,R,94
Aitkin,Idun Twp,U.S. Senate,NA,Amy Klobuchar,DFL,40
Aitkin,Idun Twp,U.S. Senate,NA,Rebecca Whiting,LIB,0
Aitkin,Idun Twp,U.S. Senate,NA,Steve Carlson,IA,4
Aitkin,Idun Twp,U.S. Senate,NA,WRITE-IN,WI,0
Aitkin,Idun Twp,U.S. House,8,Pete Stauber,R,101
Aitkin,Idun Twp,U.S. House,8,Jennifer Schultz,DFL,38
Aitkin,Idun Twp,U.S. House,8,WRITE-IN,WI,0
Aitkin,Idun Twp,State Senate,10,Not on ballot,R,0
Aitkin,Idun Twp,State Senate,10,Not on ballot,DFL,0
Aitkin,Idun Twp,State Senate,10,WRITE-IN,WI,0
Aitkin,Idun Twp,State House,10A,Ron Kresha,R,99
Aitkin,Idun Twp,State House,10A,Julia Samsal Hipp,DFL,37
Aitkin,Idun Twp,State House,10A,WRITE-IN,WI,0
Aitkin,Idun Twp,Constitutional Amendment 1,NA,YES,NP,101
Aitkin,Idun Twp,Constitutional Amendment 1,NA,NO,NP,31
Aitkin,Jevne Twp,State Senate,7,DIST Candidate,DIST,7
Aitkin,Jevne Twp,President,NA,Donald Trump,R,164
Aitkin,Jevne Twp,President,NA,Kamala Harris,DFL,52
Aitkin,Jevne Twp,President,NA,Chase Oliver,LIB,1
Aitkin,Jevne Twp,President,NA,Cornel West,WTP,4
Aitkin,Jevne Twp,President,NA,Jill Stein,G,0
Aitkin,Jevne Twp,President,NA,Claudia De la Cruz,SLP,0
Aitkin,Jevne Twp,President,NA,Rachele Fruit,SWP,0
Aitkin,Jevne Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Aitkin,Jevne Twp,President,NA,Other Independent,IND,0
Aitkin,Jevne Twp,President,NA,WRITE-IN,WI,0
Aitkin,Jevne Twp,U.S. Senate,NA,Royce White,R,152
Aitkin,Jevne Twp,U.S. Senate,NA,Amy Klobuchar,DFL,61
Aitkin,Jevne Twp,U.S. Senate,NA,Rebecca Whiting,LIB,1
Aitkin,Jevne Twp,U.S. Senate,NA,Steve Carlson,IA,1
Aitkin,Jevne Twp,U.S. Senate,NA,WRITE-IN,WI,0
Aitkin,Jevne Twp,U.S. House,8,Pete Stauber,R,167
Aitkin,Jevne Twp,U.S. House,8,Jennifer Schultz,DFL,50
Aitkin,Jevne Twp,U.S. House,8,WRITE-IN,WI,0
Aitkin,Jevne Twp,State Senate,7,Not on ballot,R,0
Aitkin,Jevne Twp,State Senate,7,Not on ballot,DFL,0
Aitkin,Jevne Twp,State Senate,7,WRITE-IN,WI,0
Aitkin,Jevne Twp,State House,7A,Spencer Igo,R,159
Aitkin,Jevne Twp,State House,7A,Aron Schnaser,DFL,48
Aitkin,Jevne Twp,State House,7A,WRITE-IN,WI,0
Aitkin,Jevne Twp,Constitutional Amendment 1,NA,YES,NP,131
Aitkin,Jevne Twp,Constitutional Amendment 1,NA,NO,NP,72
Aitkin,Unorg 45-24 (Jewett Unorg),State Senate,10,DIST Candidate,DIST,10
Aitkin,Unorg 45-24 (Jewett Unorg),President,NA,Donald Trump,R,13
Aitkin,Unorg 45-24 (Jewett Unorg),President,NA,Kamala Harris,DFL,5
Aitkin,Unorg 45-24 (Jewett Unorg),President,NA,Chase Oliver,LIB,0
Aitkin,Unorg 45-24 (Jewett Unorg),President,NA,Cornel West,WTP,0
Aitkin,Unorg 45-24 (Jewett Unorg),President,NA,Jill Stein,G,0
Aitkin,Unorg 45-24 (Jewett Unorg),President,NA,Claudia De la Cruz,SLP,0
Aitkin,Unorg 45-24 (Jewett Unorg),President,NA,Rachele Fruit,SWP,0
Aitkin,Unorg 45-24 (Jewett Unorg),President,NA,Robert F. Kennedy Jr.,JFA,0
Aitkin,Unorg 45-24 (Jewett Unorg),President,NA,Other Independent,IND,0
Aitkin,Unorg 45-24 (Jewett Unorg),President,NA,WRITE-IN,WI,0
Aitkin,Unorg 45-24 (Jewett Unorg),U.S. Senate,NA,Royce White,R,13
Aitkin,Unorg 45-24 (Jewett Unorg),U.S. Senate,NA,Amy Klobuchar,DFL,5
Aitkin,Unorg 45-24 (Jewett Unorg),U.S. Senate,NA,Rebecca Whiting,LIB,0
Aitkin,Unorg 45-24 (Jewett Unorg),U.S. Senate,NA,Steve Carlson,IA,0
Aitkin,Unorg 45-24 (Jewett Unorg),U.S. Senate,NA,WRITE-IN,WI,0
Aitkin,Unorg 45-24 (Jewett Unorg),U.S. House,8,Pete Stauber,R,13
Aitkin,Unorg 45-24 (Jewett Unorg),U.S. House,8,Jennifer Schultz,DFL,5
Aitkin,Unorg 45-24 (Jewett Unorg),U.S. House,8,WRITE-IN,WI,0
Aitkin,Unorg 45-24 (Jewett Unorg),State Senate,10,Not on ballot,R,0
Aitkin,Unorg 45-24 (Jewett Unorg),State Senate,10,Not on ballot,DFL,0
Aitkin,Unorg 45-24 (Jewett Unorg),State Senate,10,WRITE-IN,WI,0
Aitkin,Unorg 45-24 (Jewett Unorg),State House,10A,Ron Kresha,R,9
Aitkin,Unorg 45-24 (Jewett Unorg),State House,10A,Julia Samsal Hipp,DFL,5
Aitkin,Unorg 45-24 (Jewett Unorg),State House,10A,WRITE-IN,WI,3
Aitkin,Unorg 45-24 (Jewett Unorg),Constitutional Amendment 1,NA,YES,NP,9
Aitkin,Unorg 45-24 (Jewett Unorg),Constitutional Amendment 1,NA,NO,NP,9
Aitkin,Kimberly Twp,State Senate,10,DIST Candidate,DIST,10
Aitkin,Kimberly Twp,President,NA,Donald Trump,R,87
Aitkin,Kimberly Twp,President,NA,Kamala Harris,DFL,39
Aitkin,Kimberly Twp,President,NA,Chase Oliver,LIB,0
Aitkin,Kimberly Twp,President,NA,Cornel West,WTP,3
Aitkin,Kimberly Twp,President,NA,Jill Stein,G,0
Aitkin,Kimberly Twp,President,NA,Claudia De la Cruz,SLP,0
Aitkin,Kimberly Twp,President,NA,Rachele Fruit,SWP,0
Aitkin,Kimberly Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Aitkin,Kimberly Twp,President,NA,Other Independent,IND,1
Aitkin,Kimberly Twp,President,NA,WRITE-IN,WI,0
Aitkin,Kimberly Twp,U.S. Senate,NA,Royce White,R,76
Aitkin,Kimberly Twp,U.S. Senate,NA,Amy Klobuchar,DFL,45
Aitkin,Kimberly Twp,U.S. Senate,NA,Rebecca Whiting,LIB,4
Aitkin,Kimberly Twp,U.S. Senate,NA,Steve Carlson,IA,0
Aitkin,Kimberly Twp,U.S. Senate,NA,WRITE-IN,WI,0
Aitkin,Kimberly Twp,U.S. House,8,Pete Stauber,R,88
Aitkin,Kimberly Twp,U.S. House,8,Jennifer Schultz,DFL,35
Aitkin,Kimberly Twp,U.S. House,8,WRITE-IN,WI,0
Aitkin,Kimberly Twp,State Senate,10,Not on ballot,R,0
Aitkin,Kimberly Twp,State Senate,10,Not on ballot,DFL,0
Aitkin,Kimberly Twp,State Senate,10,WRITE-IN,WI,0
Aitkin,Kimberly Twp,State House,10A,Ron Kresha,R,87
Aitkin,Kimberly Twp,State House,10A,Julia Samsal Hipp,DFL,34
Aitkin,Kimberly Twp,State House,10A,WRITE-IN,WI,0
Aitkin,Kimberly Twp,Constitutional Amendment 1,NA,YES,NP,79
Aitkin,Kimberly Twp,Constitutional Amendment 1,NA,NO,NP,38
Aitkin,Lakeside Twp,State Senate,10,DIST Candidate,DIST,10
Aitkin,Lakeside Twp,President,NA,Donald Trump,R,282
Aitkin,Lakeside Twp,President,NA,Kamala Harris,DFL,127
Aitkin,Lakeside Twp,President,NA,Chase Oliver,LIB,1
Aitkin,Lakeside Twp,President,NA,Cornel West,WTP,1
Aitkin,Lakeside Twp,President,NA,Jill Stein,G,0
Aitkin,Lakeside Twp,President,NA,Claudia De la Cruz,SLP,0
Aitkin,Lakeside Twp,President,NA,Rachele Fruit,SWP,0
Aitkin,Lakeside Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Aitkin,Lakeside Twp,President,NA,Other Independent,IND,1
Aitkin,Lakeside Twp,President,NA,WRITE-IN,WI,3
Aitkin,Lakeside Twp,U.S. Senate,NA,Royce White,R,242
Aitkin,Lakeside Twp,U.S. Senate,NA,Amy Klobuchar,DFL,154
Aitkin,Lakeside Twp,U.S. Senate,NA,Rebecca Whiting,LIB,3
Aitkin,Lakeside Twp,U.S. Senate,NA,Steve Carlson,IA,7
Aitkin,Lakeside Twp,U.S. Senate,NA,WRITE-IN,WI,0
Aitkin,Lakeside Twp,U.S. House,8,Pete Stauber,R,283
Aitkin,Lakeside Twp,U.S. House,8,Jennifer Schultz,DFL,119
Aitkin,Lakeside Twp,U.S. House,8,WRITE-IN,WI,0
Aitkin,Lakeside Twp,State Senate,10,Not on ballot,R,0
Aitkin,Lakeside Twp,State Senate,10,Not on ballot,DFL,0
Aitkin,Lakeside Twp,State Senate,10,WRITE-IN,WI,0
Aitkin,Lakeside Twp,State House,10A,Ron Kresha,R,272
Aitkin,Lakeside Twp,State House,10A,Julia Samsal Hipp,DFL,121
Aitkin,Lakeside Twp,State House,10A,WRITE-IN,WI,1
Aitkin,Lakeside Twp,Constitutional Amendment 1,NA,YES,NP,274
Aitkin,Lakeside Twp,Constitutional Amendment 1,NA,NO,NP,118
Aitkin,Lee Twp,State Senate,10,DIST Candidate,DIST,10
Aitkin,Lee Twp,President,NA,Donald Trump,R,25
Aitkin,Lee Twp,President,NA,Kamala Harris,DFL,2
Aitkin,Lee Twp,President,NA,Chase Oliver,LIB,0
Aitkin,Lee Twp,President,NA,Cornel West,WTP,0
Aitkin,Lee Twp,President,NA,Jill Stein,G,0
Aitkin,Lee Twp,President,NA,Claudia De la Cruz,SLP,0
Aitkin,Lee Twp,President,NA,Rachele Fruit,SWP,0
Aitkin,Lee Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Aitkin,Lee Twp,President,NA,Other Independent,IND,0
Aitkin,Lee Twp,President,NA,WRITE-IN,WI,0
Aitkin,Lee Twp,U.S. Senate,NA,Royce White,R,24
Aitkin,Lee Twp,U.S. Senate,NA,Amy Klobuchar,DFL,2
Aitkin,Lee Twp,U.S. Senate,NA,Rebecca Whiting,LIB,0
Aitkin,Lee Twp,U.S. Senate,NA,Steve Carlson,IA,1
Aitkin,Lee Twp,U.S. Senate,NA,WRITE-IN,WI,0
Aitkin,Lee Twp,U.S. House,8,Pete Stauber,R,25
Aitkin,Lee Twp,U.S. House,8,Jennifer Schultz,DFL,2
Aitkin,Lee Twp,U.S. House,8,WRITE-IN,WI,0
Aitkin,Lee Twp,State Senate,10,Not on ballot,R,0
Aitkin,Lee Twp,State Senate,10,Not on ballot,DFL,0
Aitkin,Lee Twp,State Senate,10,WRITE-IN,WI,0
Aitkin,Lee Twp,State House,10A,Ron Kresha,R,25
Aitkin,Lee Twp,State House,10A,Julia Samsal Hipp,DFL,1
Aitkin,Lee Twp,State House,10A,WRITE-IN,WI,0
Aitkin,Lee Twp,Constitutional Amendment 1,NA,YES,NP,16
Aitkin,Lee Twp,Constitutional Amendment 1,NA,NO,NP,8
Aitkin,Libby Twp P-East,State Senate,7,DIST Candidate,DIST,7
Aitkin,Libby Twp P-East,President,NA,Donald Trump,R,11
Aitkin,Libby Twp P-East,President,NA,Kamala Harris,DFL,7
Aitkin,Libby Twp P-East,President,NA,Chase Oliver,LIB,0
Aitkin,Libby Twp P-East,President,NA,Cornel West,WTP,0
Aitkin,Libby Twp P-East,President,NA,Jill Stein,G,0
Aitkin,Libby Twp P-East,President,NA,Claudia De la Cruz,SLP,0
Aitkin,Libby Twp P-East,President,NA,Rachele Fruit,SWP,0
Aitkin,Libby Twp P-East,President,NA,Robert F. Kennedy Jr.,JFA,0
Aitkin,Libby Twp P-East,President,NA,Other Independent,IND,0
Aitkin,Libby Twp P-East,President,NA,WRITE-IN,WI,0
Aitkin,Libby Twp P-East,U.S. Senate,NA,Royce White,R,10
Aitkin,Libby Twp P-East,U.S. Senate,NA,Amy Klobuchar,DFL,8
Aitkin,Libby Twp P-East,U.S. Senate,NA,Rebecca Whiting,LIB,0
Aitkin,Libby Twp P-East,U.S. Senate,NA,Steve Carlson,IA,0
Aitkin,Libby Twp P-East,U.S. Senate,NA,WRITE-IN,WI,0
Aitkin,Libby Twp P-East,U.S. House,8,Pete Stauber,R,10
Aitkin,Libby Twp P-East,U.S. House,8,Jennifer Schultz,DFL,8
Aitkin,Libby Twp P-East,U.S. House,8,WRITE-IN,WI,0
Aitkin,Libby Twp P-East,State Senate,7,Not on ballot,R,0
Aitkin,Libby Twp P-East,State Senate,7,Not on ballot,DFL,0
Aitkin,Libby Twp P-East,State Senate,7,WRITE-IN,WI,0
Aitkin,Libby Twp P-East,State House,7A,Spencer Igo,R,11
Aitkin,Libby Twp P-East,State House,7A,Aron Schnaser,DFL,7
Aitkin,Libby Twp P-East,State House,7A,WRITE-IN,WI,0
Aitkin,Libby Twp P-East,Constitutional Amendment 1,NA,YES,NP,12
Aitkin,Libby Twp P-East,Constitutional Amendment 1,NA,NO,NP,6
Aitkin,Libby Twp P-West,State Senate,7,DIST Candidate,DIST,7
Aitkin,Libby Twp P-West,President,NA,Donald Trump,R,8
Aitkin,Libby Twp P-West,President,NA,Kamala Harris,DFL,8
Aitkin,Libby Twp P-West,President,NA,Chase Oliver,LIB,0
Aitkin,Libby Twp P-West,President,NA,Cornel West,WTP,0
Aitkin,Libby Twp P-West,President,NA,Jill Stein,G,0
Aitkin,Libby Twp P-West,President,NA,Claudia De la Cruz,SLP,0
Aitkin,Libby Twp P-West,President,NA,Rachele Fruit,SWP,0
Aitkin,Libby Twp P-West,President,NA,Robert F. Kennedy Jr.,JFA,0
Aitkin,Libby Twp P-West,President,NA,Other Independent,IND,0
Aitkin,Libby Twp P-West,President,NA,WRITE-IN,WI,0
Aitkin,Libby Twp P-West,U.S. Senate,NA,Royce White,R,6
Aitkin,Libby Twp P-West,U.S. Senate,NA,Amy Klobuchar,DFL,9
Aitkin,Libby Twp P-West,U.S. Senate,NA,Rebecca Whiting,LIB,0
Aitkin,Libby Twp P-West,U.S. Senate,NA,Steve Carlson,IA,0
Aitkin,Libby Twp P-West,U.S. Senate,NA,WRITE-IN,WI,0
Aitkin,Libby Twp P-West,U.S. House,8,Pete Stauber,R,8
Aitkin,Libby Twp P-West,U.S. House,8,Jennifer Schultz,DFL,7
Aitkin,Libby Twp P-West,U.S. House,8,WRITE-IN,WI,0
Aitkin,Libby Twp P-West,State Senate,7,Not on ballot,R,0
Aitkin,Libby Twp P-West,State Senate,7,Not on ballot,DFL,0
Aitkin,Libby Twp P-West,State Senate,7,WRITE-IN,WI,0
Aitkin,Libby Twp P-West,State House,7A,Spencer Igo,R,7
Aitkin,Libby Twp P-West,State House,7A,Aron Schnaser,DFL,7
Aitkin,Libby Twp P-West,State House,7A,WRITE-IN,WI,0
Aitkin,Libby Twp P-West,Constitutional Amendment 1,NA,YES,NP,15
Aitkin,Libby Twp P-West,Constitutional Amendment 1,NA,NO,NP,0
Aitkin,Logan Twp,State Senate,7,DIST Candidate,DIST,7
Aitkin,Logan Twp,President,NA,Donald Trump,R,96
Aitkin,Logan Twp,President,NA,Kamala Harris,DFL,44
Aitkin,Logan Twp,President,NA,Chase Oliver,LIB,0
Aitkin,Logan Twp,President,NA,Cornel West,WTP,0
Aitkin,Logan Twp,President,NA,Jill Stein,G,1
Aitkin,Logan Twp,President,NA,Claudia De la Cruz,SLP,0
Aitkin,Logan Twp,President,NA,Rachele Fruit,SWP,0
Aitkin,Logan Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Aitkin,Logan Twp,President,NA,Other Independent,IND,0
Aitkin,Logan Twp,President,NA,WRITE-IN,WI,0
Aitkin,Logan Twp,U.S. Senate,NA,Royce White,R,78
Aitkin,Logan Twp,U.S. Senate,NA,Amy Klobuchar,DFL,48
Aitkin,Logan Twp,U.S. Senate,NA,Rebecca Whiting,LIB,6
Aitkin,Logan Twp,U.S. Senate,NA,Steve Carlson,IA,2
Aitkin,Logan Twp,U.S. Senate,NA,WRITE-IN,WI,0
Aitkin,Logan Twp,U.S. House,8,Pete Stauber,R,88
Aitkin,Logan Twp,U.S. House,8,Jennifer Schultz,DFL,43
Aitkin,Logan Twp,U.S. House,8,WRITE-IN,WI,0
Aitkin,Logan Twp,State Senate,7,Not on ballot,R,0
Aitkin,Logan Twp,State Senate,7,Not on ballot,DFL,0
Aitkin,Logan Twp,State Senate,7,WRITE-IN,WI,0
Aitkin,Logan Twp,State House,7A,Spencer Igo,R,90
Aitkin,Logan Twp,State House,7A,Aron Schnaser,DFL,40
Aitkin,Logan Twp,State House,7A,WRITE-IN,WI,0
Aitkin,Logan Twp,Constitutional Amendment 1,NA,YES,NP,96
Aitkin,Logan Twp,Constitutional Amendment 1,NA,NO,NP,32
Aitkin,McGrath,State Senate,10,DIST Candidate,DIST,10
Aitkin,McGrath,President,NA,Donald Trump,R,23
Aitkin,McGrath,President,NA,Kamala Harris,DFL,4
Aitkin,McGrath,President,NA,Chase Oliver,LIB,0
Aitkin,McGrath,President,NA,Cornel West,WTP,0
Aitkin,McGrath,President,NA,Jill Stein,G,0
Aitkin,McGrath,President,NA,Claudia De la Cruz,SLP,0
Aitkin,McGrath,President,NA,Rachele Fruit,SWP,0
Aitkin,McGrath,President,NA,Robert F. Kennedy Jr.,JFA,0
Aitkin,McGrath,President,NA,Other Independent,IND,0
Aitkin,McGrath,President,NA,WRITE-IN,WI,0
Aitkin,McGrath,U.S. Senate,NA,Royce White,R,21
Aitkin,McGrath,U.S. Senate,NA,Amy Klobuchar,DFL,4
Aitkin,McGrath,U.S. Senate,NA,Rebecca Whiting,LIB,0
Aitkin,McGrath,U.S. Senate,NA,Steve Carlson,IA,2
Aitkin,McGrath,U.S. Senate,NA,WRITE-IN,WI,0
Aitkin,McGrath,U.S. House,8,Pete Stauber,R,25
Aitkin,McGrath,U.S. House,8,Jennifer Schultz,DFL,2
Aitkin,McGrath,U.S. House,8,WRITE-IN,WI,0
Aitkin,McGrath,State Senate,10,Not on ballot,R,0
Aitkin,McGrath,State Senate,10,Not on ballot,DFL,0
Aitkin,McGrath,State Senate,10,WRITE-IN,WI,0
Aitkin,McGrath,State House,10A,Ron Kresha,R,23
Aitkin,McGrath,State House,10A,Julia Samsal Hipp,DFL,4
Aitkin,McGrath,State House,10A,WRITE-IN,WI,0
Aitkin,McGrath,Constitutional Amendment 1,NA,YES,NP,18
Aitkin,McGrath,Constitutional Amendment 1,NA,NO,NP,6
Aitkin,McGregor,State Senate,7,DIST Candidate,DIST,7
Aitkin,McGregor,President,NA,Donald Trump,R,104
Aitkin,McGregor,President,NA,Kamala Harris,DFL,47
Aitkin,McGregor,President,NA,Chase Oliver,LIB,2
Aitkin,McGregor,President,NA,Cornel West,WTP,2
Aitkin,McGregor,President,NA,Jill Stein,G,0
Aitkin,McGregor,President,NA,Claudia De la Cruz,SLP,0
Aitkin,McGregor,President,NA,Rachele Fruit,SWP,0
Aitkin,McGregor,President,NA,Robert F. Kennedy Jr.,JFA,0
Aitkin,McGregor,President,NA,Other Independent,IND,0
Aitkin,McGregor,President,NA,WRITE-IN,WI,0
Aitkin,McGregor,U.S. Senate,NA,Royce White,R,75
Aitkin,McGregor,U.S. Senate,NA,Amy Klobuchar,DFL,64
Aitkin,McGregor,U.S. Senate,NA,Rebecca Whiting,LIB,7
Aitkin,McGregor,U.S. Senate,NA,Steve Carlson,IA,1
Aitkin,McGregor,U.S. Senate,NA,WRITE-IN,WI,0
Aitkin,McGregor,U.S. House,8,Pete Stauber,R,90
Aitkin,McGregor,U.S. House,8,Jennifer Schultz,DFL,58
Aitkin,McGregor,U.S. House,8,WRITE-IN,WI,0
Aitkin,McGregor,State Senate,7,Not on ballot,R,0
Aitkin,McGregor,State Senate,7,Not on ballot,DFL,0
Aitkin,McGregor,State Senate,7,WRITE-IN,WI,0
Aitkin,McGregor,State House,7A,Spencer Igo,R,87
Aitkin,McGregor,State House,7A,Aron Schnaser,DFL,55
Aitkin,McGregor,State House,7A,WRITE-IN,WI,0
Aitkin,McGregor,Constitutional Amendment 1,NA,YES,NP,107
Aitkin,McGregor,Constitutional Amendment 1,NA,NO,NP,37
Aitkin,McGregor Twp,State Senate,7,DIST Candidate,DIST,7
Aitkin,McGregor Twp,President,NA,Donald Trump,R,41
Aitkin,McGregor Twp,President,NA,Kamala Harris,DFL,15
Aitkin,McGregor Twp,President,NA,Chase Oliver,LIB,0
Aitkin,McGregor Twp,President,NA,Cornel West,WTP,0
Aitkin,McGregor Twp,President,NA,Jill Stein,G,0
Aitkin,McGregor Twp,President,NA,Claudia De la Cruz,SLP,0
Aitkin,McGregor Twp,President,NA,Rachele Fruit,SWP,0
Aitkin,McGregor Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Aitkin,McGregor Twp,President,NA,Other Independent,IND,0
Aitkin,McGregor Twp,President,NA,WRITE-IN,WI,0
Aitkin,McGregor Twp,U.S. Senate,NA,Royce White,R,42
Aitkin,McGregor Twp,U.S. Senate,NA,Amy Klobuchar,DFL,15
Aitkin,McGregor Twp,U.S. Senate,NA,Rebecca Whiting,LIB,0
Aitkin,McGregor Twp,U.S. Senate,NA,Steve Carlson,IA,0
Aitkin,McGregor Twp,U.S. Senate,NA,WRITE-IN,WI,0
Aitkin,McGregor Twp,U.S. House,8,Pete Stauber,R,45
Aitkin,McGregor Twp,U.S. House,8,Jennifer Schultz,DFL,12
Aitkin,McGregor Twp,U.S. House,8,WRITE-IN,WI,0
Aitkin,McGregor Twp,State Senate,7,Not on ballot,R,0
Aitkin,McGregor Twp,State Senate,7,Not on ballot,DFL,0
Aitkin,McGregor Twp,State Senate,7,WRITE-IN,WI,0
Aitkin,McGregor Twp,State House,7A,Spencer Igo,R,43
Aitkin,McGregor Twp,State House,7A,Aron Schnaser,DFL,14
Aitkin,McGregor Twp,State House,7A,WRITE-IN,WI,0
Aitkin,McGregor Twp,Constitutional Amendment 1,NA,YES,NP,29
Aitkin,McGregor Twp,Constitutional Amendment 1,NA,NO,NP,22
Aitkin,Macville Twp,State Senate,7,DIST Candidate,DIST,7
Aitkin,Macville Twp,President,NA,Donald Trump,R,62
Aitkin,Macville Twp,President,NA,Kamala Harris,DFL,33
Aitkin,Macville Twp,President,NA,Chase Oliver,LIB,0
Aitkin,Macville Twp,President,NA,Cornel West,WTP,2
Aitkin,Macville Twp,President,NA,Jill Stein,G,1
Aitkin,Macville Twp,President,NA,Claudia De la Cruz,SLP,0
Aitkin,Macville Twp,President,NA,Rachele Fruit,SWP,0
Aitkin,Macville Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Aitkin,Macville Twp,President,NA,Other Independent,IND,0
Aitkin,Macville Twp,President,NA,WRITE-IN,WI,0
Aitkin,Macville Twp,U.S. Senate,NA,Royce White,R,59
Aitkin,Macville Twp,U.S. Senate,NA,Amy Klobuchar,DFL,36
Aitkin,Macville Twp,U.S. Senate,NA,Rebecca Whiting,LIB,0
Aitkin,Macville Twp,U.S. Senate,NA,Steve Carlson,IA,0
Aitkin,Macville Twp,U.S. Senate,NA,WRITE-IN,WI,2
Aitkin,Macville Twp,U.S. House,8,Pete Stauber,R,63
Aitkin,Macville Twp,U.S. House,8,Jennifer Schultz,DFL,31
Aitkin,Macville Twp,U.S. House,8,WRITE-IN,WI,2
Aitkin,Macville Twp,State Senate,7,Not on ballot,R,0
Aitkin,Macville Twp,State Senate,7,Not on ballot,DFL,0
Aitkin,Macville Twp,State Senate,7,WRITE-IN,WI,0
Aitkin,Macville Twp,State House,7A,Spencer Igo,R,62
Aitkin,Macville Twp,State House,7A,Aron Schnaser,DFL,31
Aitkin,Macville Twp,State House,7A,WRITE-IN,WI,2
Aitkin,Macville Twp,Constitutional Amendment 1,NA,YES,NP,76
Aitkin,Macville Twp,Constitutional Amendment 1,NA,NO,NP,20
Aitkin,Millward Twp,State Senate,10,DIST Candidate,DIST,10
Aitkin,Millward Twp,President,NA,Donald Trump,R,18
Aitkin,Millward Twp,President,NA,Kamala Harris,DFL,14
Aitkin,Millward Twp,President,NA,Chase Oliver,LIB,0
Aitkin,Millward Twp,President,NA,Cornel West,WTP,0
Aitkin,Millward Twp,President,NA,Jill Stein,G,0
Aitkin,Millward Twp,President,NA,Claudia De la Cruz,SLP,0
Aitkin,Millward Twp,President,NA,Rachele Fruit,SWP,0
Aitkin,Millward Twp,President,NA,Robert F. Kennedy Jr.,JFA,0
Aitkin,Millward Twp,President,NA,Other Independent,IND,0
Aitkin,Millward Twp,President,NA,WRITE-IN,WI,0
Aitkin,Millward Twp,U.S. Senate,NA,Royce White,R,18
Aitkin,Millward Twp,U.S. Senate,NA,Amy Klobuchar,DFL,14
Aitkin,Millward Twp,U.S. Senate,NA,Rebecca Whiting,LIB,0
Aitkin,Millward Twp,U.S. Senate,NA,Steve Carlson,IA,0
Aitkin,Millward Twp,U.S. Senate,NA,WRITE-IN,WI,0
Aitkin,Millward Twp,U.S. House,8,Pete Stauber,R,19
Aitkin,Millward Twp,U.S. House,8,Jennifer Schultz,DFL,12
Aitkin,Millward Twp,U.S. House,8,WRITE-IN,WI,0
Aitkin,Millward Twp,State Senate,10,Not on ballot,R,0
Aitkin,Millward Twp,State Senate,10,Not on ballot,DFL,0
Aitkin,Millward Twp,State Senate,10,WRITE-IN,WI,0
Aitkin,Millward Twp,State House,10A,Ron Kresha,R,19
Aitkin,Millward Twp,State House,10A,Julia Samsal Hipp,DFL,12
Aitkin,Millward Twp,State House,10A,WRITE-IN,WI,0
Aitkin,Millward Twp,Constitutional Amendment 1,NA,YES,NP,20
Aitkin,Millward Twp,Constitutional Amendment 1,NA,NO,NP,12
Aitkin,Malmo Twp,State Senate,10,DIST Candidate,DIST,10
Aitkin,Malmo Twp,President,NA,Donald Trump,R,159
Aitkin,Malmo Twp,President,NA,Kamala Harris,DFL,74
Aitkin,Malmo Twp,President,NA,Chase Oliver,LIB,0
