precinct_id,county,precinct_code,precinct_name,total_population,white_pop,black_pop,native_pop,asian_pop,pacific_pop,multiracial_pop,hispanic_pop,vap_18plus,white_vap,black_vap,native_vap,asian_vap,pacific_vap,multiracial_vap,hispanic_vap,white_vap_pct,black_vap_pct,native_vap_pct,asian_vap_pct,pacific_vap_pct,multiracial_vap_pct,hispanic_vap_pct
KANABEC - 000090,Kanabec,000090,Pomroy Twp,376,354,1,4,0,0,17,5,299,283,1,3,0,0,12,4,94.65,0.33,1.00,0.00,0.00,4.01,1.34
KANABEC - 000095,Kanabec,000095,Quamba,107,99,1,5,0,0,2,12,84,80,0,3,0,0,1,4,95.24,0.00,3.57,0.00,0.00,1.19,4.76
KANABEC - 000100,Kanabec,000100,South Fork Twp,768,726,4,4,6,0,24,7,577,549,1,3,5,0,16,4,95.15,0.17,0.52,0.87,0.00,2.77,0.69
KANABEC - 000015,Kanabec,000015,Braham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KANABEC - 000005,Kanabec,000005,Ann Lake Twp,406,382,0,5,3,0,14,5,330,313,0,3,0,0,13,2,94.85,0.00,0.91,0.00,0.00,3.94,0.61
KANABEC - 000010,Kanabec,000010,Arthur Twp,1771,1682,8,9,6,0,66,37,1385,1330,3,6,2,0,44,15,96.03,0.22,0.43,0.14,0.00,3.18,1.08
KANABEC - 000020,Kanabec,000020,Brunswick Twp,1320,1238,1,3,20,0,52,27,1017,964,0,2,16,0,31,10,94.79,0.00,0.20,1.57,0.00,3.05,0.98
KANABEC - 000105,Kanabec,000105,Whited Twp,897,820,7,14,1,0,53,11,714,666,1,7,0,0,38,7,93.28,0.14,0.98,0.00,0.00,5.32,0.98
KANABEC - 000025,Kanabec,000025,Comfort Twp,1207,1154,0,1,6,0,46,3,903,861,0,1,6,0,35,3,95.35,0.00,0.11,0.66,0.00,3.88,0.33
KANABEC - 000030,Kanabec,000030,Ford Twp,179,166,1,0,0,0,12,3,152,142,1,0,0,0,9,2,93.42,0.66,0.00,0.00,0.00,5.92,1.32
KANABEC - 000035,Kanabec,000035,Grass Lake Twp,965,925,1,3,1,0,35,8,759,731,0,2,1,0,25,1,96.31,0.00,0.26,0.13,0.00,3.29,0.13
KANABEC - 000040,Kanabec,000040,Grasston,154,141,0,0,6,0,7,3,123,119,0,0,2,0,2,0,96.75,0.00,0.00,1.63,0.00,1.63,0.00
KANABEC - 000045,Kanabec,000045,Hay Brook Twp,198,198,0,0,0,0,0,1,164,164,0,0,0,0,0,1,100.00,0.00,0.00,0.00,0.00,0.00,0.61
KANABEC - 000050,Kanabec,000050,Hillman Twp,422,402,1,1,1,0,14,3,323,313,0,1,0,0,6,2,96.90,0.00,0.31,0.00,0.00,1.86,0.62
KANABEC - 000055,Kanabec,000055,Kanabec Twp,828,768,3,9,9,0,36,12,625,589,2,4,7,0,21,5,94.24,0.32,0.64,1.12,0.00,3.36,0.80
KANABEC - 000060,Kanabec,000060,Knife Lake Twp,1212,1166,4,5,7,0,26,14,924,891,2,4,7,0,16,10,96.43,0.22,0.43,0.76,0.00,1.73,1.08
KANABEC - 000065,Kanabec,000065,Kroschel Twp,187,174,0,2,1,0,10,5,156,148,0,2,0,0,6,3,94.87,0.00,1.28,0.00,0.00,3.85,1.92
KANABEC - 000070,Kanabec,000070,Mora,3665,3395,29,50,16,0,165,66,2898,2725,22,41,14,0,86,34,94.03,0.76,1.41,0.48,0.00,2.97,1.17
KANABEC - 000080,Kanabec,000080,Ogilvie,414,395,4,1,1,0,12,3,321,308,4,1,1,0,7,1,95.95,1.25,0.31,0.31,0.00,2.18,0.31
KANABEC - 000085,Kanabec,000085,Peace Twp,956,903,2,12,0,0,34,13,789,756,0,6,0,0,22,11,95.82,0.00,0.76,0.00,0.00,2.79,1.39
CARVER - 000112,Carver,000112,Shorewood,4,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BENTON - 000005,Benton,000005,Alberta Twp,829,812,3,0,1,0,12,7,615,599,3,0,1,0,11,7,97.40,0.49,0.00,0.16,0.00,1.79,1.14
BENTON - 000010,Benton,000010,Foley,2711,2563,15,11,6,0,99,45,1905,1806,14,4,6,0,63,28,94.80,0.73,0.21,0.31,0.00,3.31,1.47
BENTON - 000015,Benton,000015,Gilman,226,223,0,0,1,0,2,1,171,168,0,0,1,0,2,0,98.25,0.00,0.00,0.58,0.00,1.17,0.00
BENTON - 000020,Benton,000020,Gilmanton Twp,849,824,0,1,0,0,20,9,610,599,0,1,0,0,9,5,98.20,0.00,0.16,0.00,0.00,1.48,0.82
BENTON - 000025,Benton,000025,Glendorado Twp,790,753,2,10,3,0,19,6,583,570,2,0,3,0,7,3,97.77,0.34,0.00,0.51,0.00,1.20,0.51
BENTON - 000030,Benton,000030,Graham Twp,587,554,2,0,1,0,23,9,424,411,0,0,1,0,7,7,96.93,0.00,0.00,0.24,0.00,1.65,1.65
BENTON - 000035,Benton,000035,Granite Ledge Twp,756,728,2,0,1,0,24,6,571,546,2,0,1,0,21,5,95.62,0.35,0.00,0.18,0.00,3.68,0.88
BENTON - 000040,Benton,000040,Langola Twp,1012,979,3,1,4,0,21,12,775,749,2,1,4,0,15,9,96.65,0.26,0.13,0.52,0.00,1.94,1.16
BENTON - 000045,Benton,000045,Mayhew Lake Twp,865,846,1,0,1,0,17,8,646,632,1,0,1,0,12,6,97.83,0.15,0.00,0.15,0.00,1.86,0.93
BENTON - 000050,Benton,000050,Maywood Twp,976,944,2,6,3,0,14,20,717,698,2,2,3,0,5,12,97.35,0.28,0.28,0.42,0.00,0.70,1.67
BENTON - 000055,Benton,000055,Minden Twp P-1,1505,1448,5,9,5,0,30,20,1163,1130,4,6,3,0,16,9,97.16,0.34,0.52,0.26,0.00,1.38,0.77
BENTON - 000060,Benton,000060,Rice,1975,1862,13,3,3,1,86,44,1315,1252,5,2,3,1,45,29,95.21,0.38,0.15,0.23,0.08,3.42,2.21
BENTON - 000085,Benton,000085,Saint Cloud W-2 P-4,2276,1333,664,18,28,0,171,131,1777,1150,418,17,24,0,122,95,64.72,23.52,0.96,1.35,0.00,6.87,5.35
BENTON - 000070,Benton,000070,Saint Cloud W-2 P-1,2566,1636,540,16,80,1,240,132,1871,1327,312,16,63,1,110,79,70.92,16.68,0.86,3.37,0.05,5.88,4.22
BENTON - 000080,Benton,000080,Saint Cloud W-2 P-3,2254,1539,392,34,29,0,176,151,1777,1303,252,29,23,0,117,99,73.33,14.18,1.63,1.29,0.00,6.58,5.57
BENTON - 000090,Benton,000090,Saint George Twp,1273,1232,2,5,1,0,30,11,924,902,0,5,0,0,16,8,97.62,0.00,0.54,0.00,0.00,1.73,0.87
BENTON - 000095,Benton,000095,Sartell P-2,2131,1954,24,6,25,2,97,58,1787,1656,22,6,20,0,62,36,92.67,1.23,0.34,1.12,0.00,3.47,2.01
BENTON - 000111,Benton,000111,Sauk Rapids P-4,2647,2285,108,29,40,3,145,98,2072,1830,74,23,37,3,72,67,88.32,3.57,1.11,1.79,0.14,3.47,3.23
BENTON - 000110,Benton,000110,Sauk Rapids P-3,2751,2455,37,11,60,0,155,81,1981,1822,20,5,42,0,68,57,91.97,1.01,0.25,2.12,0.00,3.43,2.88
BENTON - 000100,Benton,000100,Sauk Rapids P-1,2381,2027,44,26,39,0,198,102,1802,1587,29,18,25,0,111,64,88.07,1.61,1.00,1.39,0.00,6.16,3.55
BENTON - 000105,Benton,000105,Sauk Rapids P-2,2171,1923,61,16,29,2,114,84,1712,1554,46,10,24,2,56,39,90.77,2.69,0.58,1.40,0.12,3.27,2.28
BENTON - 000112,Benton,000112,Sauk Rapids P-5,3912,3514,81,10,88,0,166,110,2768,2510,55,3,75,0,86,72,90.68,1.99,0.11,2.71,0.00,3.11,2.60
BENTON - 000115,Benton,000115,Sauk Rapids Twp,521,487,2,2,2,0,21,12,421,405,2,2,0,0,12,1,96.20,0.48,0.48,0.00,0.00,2.85,0.24
BENTON - 000120,Benton,000120,Watab Twp,3402,3214,18,18,16,0,128,59,2558,2451,5,12,7,0,76,39,95.82,0.20,0.47,0.27,0.00,2.97,1.52
BENTON - 000067,Benton,000067,Royalton,4,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00
BENTON - 000056,Benton,000056,Minden Twp P-2,9,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0.00,0.00
BENTON - 000113,Benton,000113,Sauk Rapids P-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FILLMORE - 000005,Fillmore,000005,Amherst Twp,409,399,1,0,3,0,5,1,274,268,1,0,3,0,1,0,97.81,0.36,0.00,1.09,0.00,0.36,0.00
FILLMORE - 000010,Fillmore,000010,Arendahl Twp,303,287,2,0,1,0,11,4,240,231,2,0,0,0,5,3,96.25,0.83,0.00,0.00,0.00,2.08,1.25
FILLMORE - 000015,Fillmore,000015,Beaver Twp,209,197,1,0,1,0,9,7,164,157,1,0,1,0,4,2,95.73,0.61,0.00,0.61,0.00,2.44,1.22
FILLMORE - 000020,Fillmore,000020,Bloomfield Twp,324,311,0,0,1,0,9,0,252,246,0,0,1,0,2,0,97.62,0.00,0.00,0.40,0.00,0.79,0.00
FILLMORE - 000025,Fillmore,000025,Bristol Twp,421,403,2,1,1,0,11,19,278,264,2,1,1,0,7,13,94.96,0.72,0.36,0.36,0.00,2.52,4.68
FILLMORE - 000195,Fillmore,000195,York Twp,367,362,0,1,0,0,1,3,255,250,0,1,0,0,1,3,98.04,0.00,0.39,0.00,0.00,0.39,1.18
FILLMORE - 000030,Fillmore,000030,Canton,310,277,7,1,0,0,17,8,245,221,5,1,0,0,10,8,90.20,2.04,0.41,0.00,0.00,4.08,3.27
FILLMORE - 000035,Fillmore,000035,Canton Twp,653,626,1,1,1,0,14,18,431,408,1,1,1,0,11,17,94.66,0.23,0.23,0.23,0.00,2.55,3.94
FILLMORE - 000040,Fillmore,000040,Carimona Twp,285,278,2,0,0,0,4,1,227,223,0,0,0,0,4,1,98.24,0.00,0.00,0.00,0.00,1.76,0.44
FILLMORE - 000045,Fillmore,000045,Carrolton Twp,379,347,6,0,2,0,15,20,294,269,6,0,2,0,12,17,91.50,2.04,0.00,0.68,0.00,4.08,5.78
FILLMORE - 000050,Fillmore,000050,Chatfield,1834,1735,15,4,9,0,57,49,1324,1266,9,4,5,0,28,25,95.62,0.68,0.30,0.38,0.00,2.11,1.89
FILLMORE - 000055,Fillmore,000055,Chatfield Twp,523,501,0,0,0,0,17,10,396,379,0,0,0,0,12,8,95.71,0.00,0.00,0.00,0.00,3.03,2.02
FILLMORE - 000060,Fillmore,000060,Fillmore Twp,479,459,1,0,1,0,16,8,367,355,1,0,1,0,8,4,96.73,0.27,0.00,0.27,0.00,2.18,1.09
FILLMORE - 000065,Fillmore,000065,Forestville Twp,365,344,1,0,1,0,10,12,294,277,1,0,1,0,9,7,94.22,0.34,0.00,0.34,0.00,3.06,2.38
FILLMORE - 000070,Fillmore,000070,Fountain,409,377,1,0,1,0,19,17,317,288,1,0,1,0,16,17,90.85,0.32,0.00,0.32,0.00,5.05,5.36
FILLMORE - 000075,Fillmore,000075,Fountain Twp,301,283,4,0,1,0,9,4,232,221,0,0,1,0,6,4,95.26,0.00,0.00,0.43,0.00,2.59,1.72
FILLMORE - 000080,Fillmore,000080,Harmony,1043,1004,5,0,0,0,30,17,838,814,5,0,0,0,16,11,97.14,0.60,0.00,0.00,0.00,1.91,1.31
FILLMORE - 000085,Fillmore,000085,Harmony Twp,391,384,1,0,0,0,5,3,255,252,1,0,0,0,1,1,98.82,0.39,0.00,0.00,0.00,0.39,0.39
FILLMORE - 000090,Fillmore,000090,Holt Twp,239,232,0,0,1,0,5,6,206,199,0,0,1,0,5,6,96.60,0.00,0.00,0.49,0.00,2.43,2.91
FILLMORE - 000095,Fillmore,000095,Jordan Twp,381,365,0,0,0,0,16,4,293,283,0,0,0,0,10,4,96.59,0.00,0.00,0.00,0.00,3.41,1.37
FILLMORE - 000100,Fillmore,000100,Lanesboro,724,709,0,3,0,1,11,7,573,563,0,3,0,1,6,7,98.25,0.00,0.52,0.00,0.17,1.05,1.22
FILLMORE - 000105,Fillmore,000105,Mabel,716,698,2,0,1,0,12,12,579,563,1,0,1,0,11,7,97.24,0.17,0.00,0.17,0.00,1.90,1.21
FILLMORE - 000110,Fillmore,000110,Newburg Twp,437,424,0,1,0,0,10,6,320,308,0,1,0,0,9,5,96.25,0.00,0.31,0.00,0.00,2.81,1.56
FILLMORE - 000115,Fillmore,000115,Norway Twp,370,341,0,0,5,0,15,17,274,252,0,0,4,0,9,14,91.97,0.00,0.00,1.46,0.00,3.28,5.11
FILLMORE - 000125,Fillmore,000125,Peterson,234,228,0,0,0,0,6,2,175,169,0,0,0,0,6,2,96.57,0.00,0.00,0.00,0.00,3.43,1.14
FILLMORE - 000130,Fillmore,000130,Pilot Mound Twp,368,363,0,0,0,0,3,2,266,263,0,0,0,0,2,0,98.87,0.00,0.00,0.00,0.00,0.75,0.00
FILLMORE - 000135,Fillmore,000135,Preble Twp,208,199,0,0,0,0,8,6,164,160,0,0,0,0,3,1,97.56,0.00,0.00,0.00,0.00,1.83,0.61
FILLMORE - 000140,Fillmore,000140,Preston,1322,1248,9,1,3,0,57,19,1026,988,7,1,3,0,26,13,96.30,0.68,0.10,0.29,0.00,2.53,1.27
FILLMORE - 000120,Fillmore,000120,Ostrander,231,225,0,0,0,0,6,1,187,182,0,0,0,0,5,0,97.33,0.00,0.00,0.00,0.00,2.67,0.00
FILLMORE - 000150,Fillmore,000150,Preston Twp,370,366,0,0,1,0,3,2,249,245,0,0,1,0,3,1,98.39,0.00,0.00,0.40,0.00,1.20,0.40
FILLMORE - 000155,Fillmore,000155,Rushford,1860,1768,7,0,19,1,46,12,1406,1347,6,0,9,1,29,6,95.80,0.43,0.00,0.64,0.07,2.06,0.43
FILLMORE - 000160,Fillmore,000160,Rushford Village,790,779,0,0,0,0,11,2,615,608,0,0,0,0,7,1,98.86,0.00,0.00,0.00,0.00,1.14,0.16
FILLMORE - 000165,Fillmore,000165,Spring Valley,2447,2312,26,1,11,0,80,22,1911,1826,21,1,11,0,36,13,95.55,1.10,0.05,0.58,0.00,1.88,0.68
FILLMORE - 000175,Fillmore,000175,Spring Valley Twp,545,500,5,0,6,0,30,4,424,399,3,0,1,0,18,1,94.10,0.71,0.00,0.24,0.00,4.25,0.24
FILLMORE - 000180,Fillmore,000180,Sumner Twp,482,471,0,0,0,0,11,2,357,352,0,0,0,0,5,2,98.60,0.00,0.00,0.00,0.00,1.40,0.56
FILLMORE - 000185,Fillmore,000185,Whalan,67,57,2,2,1,0,5,4,60,53,2,2,1,0,2,2,88.33,3.33,3.33,1.67,0.00,3.33,3.33
FILLMORE - 000190,Fillmore,000190,Wykoff,432,419,0,0,0,0,5,10,343,331,0,0,0,0,4,9,96.50,0.00,0.00,0.00,0.00,1.17,2.62
BELTRAMI - 000005,Beltrami,000005,Alaska Twp,195,179,0,6,0,0,10,3,154,145,0,6,0,0,3,0,94.16,0.00,3.90,0.00,0.00,1.95,0.00
BELTRAMI - 000010,Beltrami,000010,Battle Twp,47,31,1,5,0,0,10,1,37,30,1,4,0,0,2,0,81.08,2.70,10.81,0.00,0.00,5.41,0.00
BELTRAMI - 000025,Beltrami,000025,Bemidji W-2,2794,1878,67,588,47,0,183,89,2210,1677,47,322,39,0,101,58,75.88,2.13,14.57,1.76,0.00,4.57,2.62
BELTRAMI - 000030,Beltrami,000030,Bemidji W-3 P-1,2510,2009,69,242,14,0,153,99,2072,1721,56,158,14,0,101,73,83.06,2.70,7.63,0.68,0.00,4.87,3.52
BELTRAMI - 000035,Beltrami,000035,Bemidji W-4,2969,2122,27,476,21,0,304,163,2341,1784,24,307,15,0,197,119,76.21,1.03,13.11,0.64,0.00,8.42,5.08
BELTRAMI - 000020,Beltrami,000020,Bemidji W-1,2809,1970,199,393,39,4,168,148,2445,1790,195,282,32,4,110,129,73.21,7.98,11.53,1.31,0.16,4.50,5.28
BELTRAMI - 000040,Beltrami,000040,Bemidji W-5,3142,2482,47,345,13,0,244,80,2356,1957,33,207,11,0,139,48,83.06,1.40,8.79,0.47,0.00,5.90,2.04
BELTRAMI - 000032,Beltrami,000032,Bemidji W-3 P-2,346,267,2,49,4,0,21,8,291,232,2,35,4,0,15,4,79.73,0.69,12.03,1.37,0.00,5.15,1.37
BELTRAMI - 000015,Beltrami,000015,Bemidji Twp,2884,2428,38,177,29,0,199,42,2181,1896,14,112,24,0,129,29,86.93,0.64,5.14,1.10,0.00,5.91,1.33
BELTRAMI - 000045,Beltrami,000045,Benville Twp,98,92,0,0,0,0,5,0,77,73,0,0,0,0,4,0,94.81,0.00,0.00,0.00,0.00,5.19,0.00
BELTRAMI - 000050,Beltrami,000050,Birch Twp,103,86,0,0,1,0,15,2,84,71,0,0,0,0,12,2,84.52,0.00,0.00,0.00,0.00,14.29,2.38
BELTRAMI - 000055,Beltrami,000055,Blackduck,845,690,3,48,5,1,95,20,607,509,3,32,1,0,59,15,83.86,0.49,5.27,0.16,0.00,9.72,2.47
BELTRAMI - 000285,Beltrami,000285,Unorg Dist 3,251,126,0,112,0,0,12,4,189,109,0,69,0,0,10,3,57.67,0.00,36.51,0.00,0.00,5.29,1.59
BELTRAMI - 000060,Beltrami,000060,Buzzle Twp,306,281,0,0,0,0,25,1,236,220,0,0,0,0,16,1,93.22,0.00,0.00,0.00,0.00,6.78,0.42
BELTRAMI - 000065,Beltrami,000065,Cormant Twp,202,185,0,1,0,0,14,3,141,132,0,0,0,0,9,1,93.62,0.00,0.00,0.00,0.00,6.38,0.71
BELTRAMI - 000070,Beltrami,000070,Durand Twp,227,213,1,2,0,0,11,0,164,154,1,0,0,0,9,0,93.90,0.61,0.00,0.00,0.00,5.49,0.00
BELTRAMI - 000075,Beltrami,000075,Eckles Twp,2014,1585,13,222,5,0,171,54,1432,1191,12,124,5,0,85,32,83.17,0.84,8.66,0.35,0.00,5.94,2.23
BELTRAMI - 000080,Beltrami,000080,Frohn Twp,1537,1365,1,71,3,0,94,22,1168,1069,1,32,3,0,62,16,91.52,0.09,2.74,0.26,0.00,5.31,1.37
BELTRAMI - 000085,Beltrami,000085,Funkley,18,12,1,1,0,1,3,2,11,9,1,1,0,0,0,1,81.82,9.09,9.09,0.00,0.00,0.00,9.09
BELTRAMI - 000090,Beltrami,000090,Grant Valley Twp,2431,2032,14,138,10,2,223,59,1717,1515,5,64,10,2,113,20,88.24,0.29,3.73,0.58,0.12,6.58,1.16
BELTRAMI - 000095,Beltrami,000095,Hagali Twp,360,332,0,4,5,0,18,6,281,264,0,4,5,0,8,0,93.95,0.00,1.42,1.78,0.00,2.85,0.00
BELTRAMI - 000100,Beltrami,000100,Hamre Twp,19,19,0,0,0,0,0,0,13,13,0,0,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0.00,0.00
BELTRAMI - 000105,Beltrami,000105,Hines Twp,612,550,1,25,0,2,31,8,485,455,1,11,0,0,16,6,93.81,0.21,2.27,0.00,0.00,3.30,1.24
BELTRAMI - 000110,Beltrami,000110,Hornet Twp,209,200,3,0,0,0,6,0,175,170,3,0,0,0,2,0,97.14,1.71,0.00,0.00,0.00,1.14,0.00
BELTRAMI - 000115,Beltrami,000115,Jones Twp,271,246,0,7,0,0,17,3,205,188,0,6,0,0,11,0,91.71,0.00,2.93,0.00,0.00,5.37,0.00
BELTRAMI - 000120,Beltrami,000120,Kelliher,258,225,0,15,1,0,17,0,202,182,0,8,1,0,11,0,90.10,0.00,3.96,0.50,0.00,5.45,0.00
BELTRAMI - 000125,Beltrami,000125,Kelliher Twp,126,115,0,2,0,0,7,2,99,91,0,2,0,0,6,1,91.92,0.00,2.02,0.00,0.00,6.06,1.01
BELTRAMI - 000130,Beltrami,000130,Lammers Twp,602,555,1,6,1,0,32,11,445,415,0,5,1,0,20,9,93.26,0.00,1.12,0.22,0.00,4.49,2.02
BELTRAMI - 000135,Beltrami,000135,Langor Twp,208,198,0,5,0,0,3,3,159,151,0,5,0,0,3,3,94.97,0.00,3.14,0.00,0.00,1.89,1.89
BELTRAMI - 000140,Beltrami,000140,Lee Twp,41,29,0,0,0,0,12,0,31,25,0,0,0,0,6,0,80.65,0.00,0.00,0.00,0.00,19.35,0.00
BELTRAMI - 000145,Beltrami,000145,Liberty Twp,746,662,0,37,8,0,38,12,557,502,0,27,7,0,20,7,90.13,0.00,4.85,1.26,0.00,3.59,1.26
BELTRAMI - 000202,Beltrami,000202,Little Rock Prec,688,7,0,672,0,0,9,4,444,7,0,431,0,0,6,1,1.58,0.00,97.07,0.00,0.00,1.35,0.23
BELTRAMI - 000195,Beltrami,000195,Red Lake Agency Prec,2407,19,0,2344,0,0,41,51,1503,17,0,1461,0,0,24,10,1.13,0.00,97.21,0.00,0.00,1.60,0.67
BELTRAMI - 000200,Beltrami,000200,Redby Prec,1405,8,0,1374,0,0,23,35,863,7,0,843,0,0,13,19,0.81,0.00,97.68,0.00,0.00,1.51,2.20
BELTRAMI - 000180,Beltrami,000180,Ponemah Prec,935,4,0,928,0,0,3,7,540,4,0,535,0,0,1,2,0.74,0.00,99.07,0.00,0.00,0.19,0.37
BELTRAMI - 000150,Beltrami,000150,Maple Ridge Twp,113,90,0,11,0,0,12,0,88,78,0,3,0,0,7,0,88.64,0.00,3.41,0.00,0.00,7.95,0.00
BELTRAMI - 000155,Beltrami,000155,Minnie Twp,22,19,0,0,0,2,0,1,20,19,0,0,0,1,0,0,95.00,0.00,0.00,0.00,5.00,0.00,0.00
BELTRAMI - 000160,Beltrami,000160,Moose Lake Twp,272,234,0,23,0,0,14,2,220,202,0,11,0,0,6,1,91.82,0.00,5.00,0.00,0.00,2.73,0.45
BELTRAMI - 000165,Beltrami,000165,Nebish Twp,279,263,0,0,1,0,15,4,224,215,0,0,0,0,9,3,95.98,0.00,0.00,0.00,0.00,4.02,1.34
BELTRAMI - 000275,Beltrami,000275,Unorg Dist 1,38,33,0,0,2,0,2,1,36,32,0,0,2,0,1,0,88.89,0.00,0.00,5.56,0.00,2.78,0.00
BELTRAMI - 000170,Beltrami,000170,Northern Twp P-1,4535,3816,38,355,49,0,251,88,3362,2931,25,213,41,0,134,58,87.18,0.74,6.34,1.22,0.00,3.99,1.73
BELTRAMI - 000175,Beltrami,000175,O'Brien Twp,47,44,0,0,1,0,2,0,42,41,0,0,1,0,0,0,97.62,0.00,0.00,2.38,0.00,0.00,0.00
BELTRAMI - 000185,Beltrami,000185,Port Hope Twp,745,646,0,17,2,0,78,3,559,514,0,14,2,0,27,3,91.95,0.00,2.50,0.36,0.00,4.83,0.54
BELTRAMI - 000190,Beltrami,000190,Quiring Twp,79,72,0,4,1,0,2,1,51,50,0,0,1,0,0,1,98.04,0.00,0.00,1.96,0.00,0.00,1.96
BELTRAMI - 000205,Beltrami,000205,Roosevelt Twp,225,200,0,5,0,0,18,4,186,170,0,3,0,0,11,3,91.40,0.00,1.61,0.00,0.00,5.91,1.61
BELTRAMI - 000210,Beltrami,000210,Shooks Twp,187,181,0,0,2,0,4,1,131,127,0,0,2,0,2,1,96.95,0.00,0.00,1.53,0.00,1.53,0.76
BELTRAMI - 000215,Beltrami,000215,Shotley Twp,32,30,0,0,0,0,1,0,28,28,0,0,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0.00,0.00
BELTRAMI - 000280,Beltrami,000280,Unorg Dist 2,27,26,0,0,0,0,1,1,26,26,0,0,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0.00,0.00
BELTRAMI - 000220,Beltrami,000220,Solway,73,60,0,2,1,0,10,2,58,47,0,2,1,0,8,2,81.03,0.00,3.45,1.72,0.00,13.79,3.45
BELTRAMI - 000225,Beltrami,000225,Spruce Grove Twp,48,48,0,0,0,0,0,0,36,36,0,0,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0.00,0.00
BELTRAMI - 000230,Beltrami,000230,Steenerson Twp,24,20,0,1,0,0,3,0,23,20,0,1,0,0,2,0,86.96,0.00,4.35,0.00,0.00,8.70,0.00
BELTRAMI - 000235,Beltrami,000235,Sugar Bush Twp,228,175,1,26,1,0,20,5,178,143,1,19,0,0,10,2,80.34,0.56,10.67,0.00,0.00,5.62,1.12
BELTRAMI - 000240,Beltrami,000240,Summit Twp,263,236,2,6,0,0,18,4,216,200,1,5,0,0,9,1,92.59,0.46,2.31,0.00,0.00,4.17,0.46
BELTRAMI - 000245,Beltrami,000245,Taylor Twp,113,92,0,1,0,0,19,0,93,77,0,0,0,0,15,0,82.80,0.00,0.00,0.00,0.00,16.13,0.00
BELTRAMI - 000250,Beltrami,000250,Ten Lake Twp,1023,381,1,595,0,0,43,19,736,331,1,370,0,0,31,8,44.97,0.14,50.27,0.00,0.00,4.21,1.09
BELTRAMI - 000255,Beltrami,000255,Tenstrike,186,163,0,7,0,0,16,0,150,130,0,4,0,0,16,0,86.67,0.00,2.67,0.00,0.00,10.67,0.00
BELTRAMI - 000260,Beltrami,000260,Turtle Lake Twp,1299,1215,1,17,5,0,53,6,1010,958,0,10,1,0,33,2,94.85,0.00,0.99,0.10,0.00,3.27,0.20
BELTRAMI - 000265,Beltrami,000265,Turtle River,88,79,0,0,1,0,5,4,68,63,0,0,1,0,2,0,92.65,0.00,0.00,1.47,0.00,2.94,0.00
BELTRAMI - 000270,Beltrami,000270,Turtle River Twp,1226,1094,10,33,7,6,60,10,972,893,4,18,6,4,31,6,91.87,0.41,1.85,0.62,0.41,3.19,0.62
BELTRAMI - 000290,Beltrami,000290,Waskish Twp,95,95,0,0,0,0,0,0,87,87,0,0,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0.00,0.00
BELTRAMI - 000295,Beltrami,000295,Wilton,263,199,2,20,1,0,37,10,198,161,2,14,1,0,16,6,81.31,1.01,7.07,0.51,0.00,8.08,3.03
BELTRAMI - 000300,Beltrami,000300,Woodrow Twp,83,81,0,0,0,0,2,0,63,61,0,0,0,0,2,0,96.83,0.00,0.00,0.00,0.00,3.17,0.00
BELTRAMI - 000172,Beltrami,000172,Northern Twp P-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FARIBAULT - 000005,Faribault,000005,Barber Twp,248,227,0,1,1,0,13,7,182,170,0,1,1,0,6,3,93.41,0.00,0.55,0.55,0.00,3.30,1.65
FARIBAULT - 000010,Faribault,000010,Blue Earth W-1,1105,965,6,18,4,0,51,132,866,784,1,10,4,0,27,71,90.53,0.12,1.15,0.46,0.00,3.12,8.20
FARIBAULT - 000020,Faribault,000020,Blue Earth W-3,1011,914,11,12,4,0,40,114,833,758,9,7,4,0,32,72,91.00,1.08,0.84,0.48,0.00,3.84,8.64
FARIBAULT - 000015,Faribault,000015,Blue Earth W-2,1058,965,3,7,3,0,58,81,830,771,3,0,3,0,34,57,92.89,0.36,0.00,0.36,0.00,4.10,6.87
FARIBAULT - 000025,Faribault,000025,Blue Earth City Twp,386,379,0,3,1,0,3,3,309,304,0,1,1,0,3,0,98.38,0.00,0.32,0.32,0.00,0.97,0.00
FARIBAULT - 000035,Faribault,000035,Brush Creek Twp,188,172,1,0,1,0,8,14,144,132,1,0,0,0,7,10,91.67,0.69,0.00,0.00,0.00,4.86,6.94
FARIBAULT - 000030,Faribault,000030,Bricelyn,348,302,2,4,3,0,12,49,279,249,2,2,1,0,11,31,89.25,0.72,0.72,0.36,0.00,3.94,11.11
